,ID,School Name_x,Total Grads % of cohort,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school,target
993,10X243_2017,WEST BRONX ACADEMY FOR THE FUTURE,85.7,2.54,2.22,0.86,3,0.815,0.9,3,333.0,0.018000000000000002,0.159,0.099,0.652,0.799,0.03,0.276,0.021,,,0.467,0.733,3,2,3,3,2,0.78,2,0.79,2,3,0.836,0.67,3,0.9640000000000001,0.88,3,13.0,1
994,10X264_2017,BRONX ACADEMY FOR SOFTWARE ENGINEERING BASE,74.0,2.72,2.54,0.86,4,0.6829999999999999,0.86,3,436.0,0.069,0.289,0.062,0.466,0.5920000000000001,0.076,0.278,0.025,,,0.313,0.452,3,3,3,4,3,0.76,3,0.8,2,2,0.882,0.72,3,0.976,0.92,4,4.0,1
995,10X268_2017,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,54.0,1.87,1.9,0.87,2,0.95,0.87,2,487.0,0.064,0.033,0.877,0.478,0.862,0.002,0.043,0.037000000000000005,,,0.397,0.833,2,2,2,2,2,0.77,2,0.82,2,2,0.871,0.74,2,0.96,0.92,3,0.4,0
996,10X284_2017,BRONX SCHOOL OF LAW AND FINANCE,73.3,2.53,2.19,0.82,2,0.805,0.88,3,394.0,0.015,0.27699999999999997,0.168,0.609,0.6779999999999999,0.051,0.244,0.02,,,0.556,0.68,3,2,3,2,2,0.78,2,0.82,2,2,0.802,0.58,2,0.9620000000000001,0.87,3,5.0,1
997,10X342_2017,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,69.5,2.17,2.15,0.89,4,0.9059999999999999,0.92,4,387.0,0.0,0.003,0.664,0.522,0.995,0.003,0.07,0.003,,,0.19899999999999998,0.732,3,3,3,4,2,0.85,3,0.87,3,2,0.914,0.83,4,0.972,0.92,3,5.3,0
998,10X351_2017,BRONX COLLABORATIVE HIGH SCHOOL,22.9,2.58,2.28,0.95,4,0.802,0.95,4,488.0,0.02,0.309,0.201,0.557,0.607,0.006,0.217,0.035,,,0.555,0.5710000000000001,4,3,3,3,3,0.85,3,0.88,3,3,0.802,0.78,3,0.998,0.91,3,4.0,0
999,10X353_2017,WORLD VIEW HIGH SCHOOL,85.7,2.6,2.31,0.96,4,0.802,0.98,4,449.0,0.009000000000000001,0.23800000000000002,0.316,0.535,0.7170000000000001,0.022000000000000002,0.18,0.013000000000000001,,,0.344,0.32299999999999995,3,3,3,4,3,0.86,3,0.86,3,4,0.887,0.75,3,0.9890000000000001,0.93,4,3.3,1
1000,10X368_2017,INTECH ACADEMY MS / HIGH SCHOOL 368,84.7,2.81,2.35,0.77,3,0.6940000000000001,0.83,3,486.0,0.028999999999999998,0.10099999999999999,0.10099999999999999,0.521,0.807,0.019,0.20199999999999999,0.051,,,0.263,0.828,4,3,4,3,3,0.73,3,0.82,2,3,0.905,0.69,3,0.966,0.85,3,2.0,1
1001,10X374_2017,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,90.9,2.71,2.41,0.87,4,0.7759999999999999,0.91,4,473.0,0.03,0.294,0.133,0.5670000000000001,0.632,0.008,0.254,0.023,,,0.361,0.5,4,3,4,4,4,0.83,4,0.86,3,4,0.878,0.82,4,0.9840000000000001,0.92,4,9.9,1
1002,10X433_2017,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,78.6,2.5,2.15,0.85,3,0.825,0.88,3,462.0,0.022000000000000002,0.17300000000000001,0.201,0.626,0.762,0.009000000000000001,0.249,0.027999999999999997,,,0.512,0.943,3,3,3,3,3,0.83,3,0.86,3,3,0.8170000000000001,0.71,3,0.953,0.87,3,2.9,1
1003,10X434_2017,BELMONT PREPARATORY HIGH SCHOOL,87.8,2.64,2.33,0.87,2,0.748,0.9,3,412.0,0.028999999999999998,0.265,0.09,0.541,0.687,0.051,0.21100000000000002,0.012,,,0.335,0.862,3,3,3,2,2,0.83,3,0.83,2,4,0.892,0.73,3,0.9690000000000001,0.91,3,10.0,1
1004,10X437_2017,FORDHAM HIGH SCHOOL FOR THE ARTS,92.1,2.86,2.47,0.87,4,0.747,0.84,3,375.0,0.013000000000000001,0.349,0.027000000000000003,0.563,0.5920000000000001,0.003,0.187,0.019,,,0.261,0.24100000000000002,4,4,4,4,4,0.84,4,0.81,2,3,0.909,0.76,4,0.9620000000000001,0.87,3,13.0,1
1005,10X438_2017,FORDHAM LEADERSHIP ACADEMY,65.2,2.35,2.09,0.76,3,0.8190000000000001,0.78,3,349.0,0.02,0.261,0.201,0.628,0.685,0.037000000000000005,0.287,0.032,,,0.276,0.484,3,2,3,3,3,0.7,2,0.86,3,3,0.902,0.6,3,0.96,0.84,3,2.0,0
1006,10X439_2017,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,84.3,2.57,2.19,0.94,4,0.8109999999999999,0.94,4,423.0,0.021,0.251,0.14400000000000002,0.645,0.6859999999999999,0.026000000000000002,0.27399999999999997,0.024,,,0.55,0.8440000000000001,4,3,3,4,3,0.86,3,0.82,3,4,0.8170000000000001,0.74,3,0.9690000000000001,0.91,3,6.8,1
1007,10X440_2017,DEWITT CLINTON HIGH SCHOOL,45.7,2.67,2.37,0.68,2,0.7809999999999999,0.65,2,1476.0,0.08900000000000001,0.318,0.243,0.523,0.532,0.038,0.159,0.037000000000000005,,,0.435,0.907,3,2,2,3,2,0.69,1,0.76,1,1,0.8440000000000001,0.62,2,0.96,0.75,2,0.4,0
1008,10X442_2017,CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC THE,94.0,2.81,2.44,0.9,4,0.745,0.92,4,428.0,0.021,0.243,0.049,0.5720000000000001,0.687,0.0,0.19399999999999998,0.009000000000000001,,,0.315,0.733,4,3,3,4,3,0.82,3,0.85,3,3,0.905,0.68,3,0.955,0.92,3,4.3,1
1009,10X445_2017,BRONX HIGH SCHOOL OF SCIENCE,99.7,4.08,4.28,0.84,3,0.287,0.9,3,2979.0,0.643,0.024,0.0,0.149,0.061,0.0,0.009000000000000001,0.251,,,0.06,0.8,4,3,4,3,3,0.85,3,0.87,3,4,0.9670000000000001,0.78,4,0.966,0.91,3,3.8,1
1010,10X477_2017,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,89.4,2.83,2.71,0.88,4,0.7929999999999999,0.87,3,429.0,0.096,0.217,0.29600000000000004,0.49200000000000005,0.632,0.0,0.114,0.051,,,0.187,0.821,4,3,4,4,4,0.86,4,0.8,2,4,0.93,0.84,4,0.975,0.92,4,9.8,1
1011,10X524_2017,CROTONA INTERNATIONAL HIGH SCHOOL,59.0,1.78,1.86,0.63,2,0.937,0.64,2,341.0,0.018000000000000002,0.08199999999999999,0.924,0.37799999999999995,0.8590000000000001,0.0,0.053,0.028999999999999998,,,0.47200000000000003,0.727,3,2,3,3,3,0.65,2,0.77,2,2,0.8320000000000001,0.64,2,0.963,0.77,2,1.8,0
1012,10X546_2017,BRONX THEATRE HIGH SCHOOL,60.5,2.56,2.09,0.77,2,0.818,0.59,2,395.0,0.01,0.311,0.096,0.6679999999999999,0.648,0.015,0.233,0.015,,,0.642,0.885,3,2,3,2,3,0.77,2,0.74,1,2,0.7809999999999999,0.69,2,0.9540000000000001,0.74,2,2.4,0
1013,10X549_2017,DISCOVERY HIGH SCHOOL,73.8,2.48,2.14,0.94,3,0.8140000000000001,0.99,4,487.0,0.027000000000000003,0.17,0.166,0.598,0.758,0.023,0.287,0.031,,,0.22699999999999998,0.677,3,3,3,3,3,0.9,3,0.98,4,4,0.882,0.76,0,0.98,0.95,4,10.0,1
1014,10X565_2017,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,61.5,2.47,2.2,0.74,2,0.818,0.77,2,412.0,0.036000000000000004,0.228,0.136,0.6629999999999999,0.7040000000000001,0.036000000000000004,0.243,0.005,,,0.474,0.677,4,3,4,3,3,0.64,3,0.82,3,3,0.833,0.59,3,0.965,0.76,2,1.7,0
1015,10X696_2017,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,98.7,4.08,4.17,0.89,4,0.213,0.94,4,377.0,0.218,0.037000000000000005,0.0,0.09300000000000001,0.13,0.0,0.027000000000000003,0.568,,,0.045,0.9620000000000001,4,4,4,4,3,0.91,4,0.89,3,4,0.968,0.86,4,0.972,0.93,4,10.8,1
1016,11X249_2017,BRONX HEALTH SCIENCES HIGH SCHOOL,94.5,2.77,2.45,0.79,3,0.621,0.88,3,322.0,0.09300000000000001,0.45,0.065,0.447,0.366,0.047,0.11800000000000001,0.027999999999999997,,,0.187,0.789,4,3,3,4,3,0.82,3,0.83,3,3,0.9279999999999999,0.65,3,0.975,0.86,3,13.0,1
1017,11X253_2017,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,64.6,2.54,2.07,0.84,3,0.7120000000000001,0.89,3,317.0,0.038,0.457,0.12,0.498,0.461,0.006,0.259,0.025,,,0.514,0.7829999999999999,3,3,3,3,3,0.83,3,0.86,3,2,0.813,0.74,3,0.9590000000000001,0.93,4,5.9,0
1018,11X265_2017,BRONX LAB SCHOOL,54.8,2.41,2.06,0.83,3,0.77,0.82,3,415.0,0.027000000000000003,0.429,0.12300000000000001,0.588,0.501,0.053,0.272,0.027000000000000003,,,0.5529999999999999,0.765,3,2,3,3,3,0.74,2,0.81,2,3,0.8079999999999999,0.58,2,0.97,0.84,2,3.9,0
1019,11X270_2017,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP,59.4,2.43,2.07,0.89,3,0.685,0.94,4,370.0,0.035,0.616,0.07,0.524,0.297,0.019,0.222,0.022000000000000002,,,0.5670000000000001,0.833,3,3,3,3,3,0.73,3,0.83,3,3,0.809,0.59,2,0.9159999999999999,0.9,3,12.0,0
1020,11X275_2017,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,57.0,2.61,2.38,0.79,3,0.733,0.8,3,525.0,0.063,0.349,0.067,0.564,0.55,0.0,0.259,0.019,,,0.259,0.867,4,3,4,4,4,0.77,4,0.83,3,3,0.872,0.69,4,0.968,0.88,3,13.0,0
1021,11X288_2017,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,88.0,3.13,2.86,0.8,3,0.616,0.81,3,637.0,0.11800000000000001,0.33399999999999996,0.031,0.42200000000000004,0.42100000000000004,0.031,0.177,0.10400000000000001,,,0.316,0.703,4,3,3,3,3,0.74,3,0.79,2,3,0.898,0.66,3,0.97,0.81,2,3.0,1
1022,11X290_2017,BRONX ACADEMY OF HEALTH CAREERS,75.0,2.49,2.15,0.83,4,0.784,0.9,3,427.0,0.047,0.37,0.11199999999999999,0.609,0.536,0.012,0.22699999999999998,0.021,,,0.35700000000000004,0.778,4,3,4,4,3,0.68,3,0.87,3,3,0.877,0.61,3,0.976,0.88,3,4.9,1
1023,11X299_2017,ASTOR COLLEGIATE ACADEMY,75.4,2.69,2.38,0.67,2,0.625,0.72,3,500.0,0.057999999999999996,0.32,0.055999999999999994,0.44799999999999995,0.46799999999999997,0.012,0.242,0.122,,,0.409,0.893,3,2,3,2,2,0.71,2,0.84,3,2,0.858,0.57,2,0.951,0.8,2,6.6,1
1024,11X418_2017,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,61.6,2.59,2.16,0.59,2,0.687,0.69,2,471.0,0.027999999999999997,0.293,0.042,0.499,0.573,0.038,0.301,0.102,,,0.45399999999999996,0.909,2,2,3,3,3,0.69,2,0.86,3,2,0.8420000000000001,0.59,2,0.9520000000000001,0.73,2,2.0,0
1025,11X455_2017,HARRY S TRUMAN HIGH SCHOOL,74.1,2.52,2.15,0.86,3,0.648,0.91,3,2023.0,0.026000000000000002,0.505,0.07,0.484,0.42700000000000005,0.107,0.253,0.03,,,0.233,0.78,3,3,3,3,3,0.82,3,0.8,2,3,0.903,0.72,3,0.961,0.9,3,3.8,1
1026,11X508_2017,BRONXDALE HIGH SCHOOL,76.9,2.64,2.3,0.98,4,0.711,0.98,4,445.0,0.036000000000000004,0.297,0.076,0.521,0.5820000000000001,0.002,0.21600000000000003,0.07200000000000001,,,0.45799999999999996,0.6559999999999999,4,3,4,4,4,0.88,4,0.87,3,2,0.8420000000000001,0.78,3,0.97,0.95,4,5.1,1
1027,11X509_2017,HIGH SCHOOL OF LANGUAGE AND INNOVATION,66.7,2.05,2.01,0.85,3,0.938,0.88,3,359.0,0.175,0.092,0.8220000000000001,0.37,0.557,0.003,0.039,0.153,,,0.364,0.581,4,3,3,3,3,0.79,3,0.87,3,3,0.872,0.75,3,0.972,0.9,3,6.0,0
1028,11X513_2017,NEW WORLD HIGH SCHOOL,84.1,2.05,2.02,0.85,4,0.889,0.88,3,400.0,0.115,0.135,0.665,0.46299999999999997,0.625,0.005,0.055,0.09,,,0.24,0.87,4,3,4,4,4,0.86,4,0.8,2,4,0.9259999999999999,0.77,3,0.9620000000000001,0.9,3,12.0,1
1029,11X514_2017,THE BRONXWOOD PREPARATORY ACADEMY,59.6,2.49,2.05,0.89,4,0.619,0.88,3,402.0,0.04,0.672,0.07,0.405,0.259,0.022000000000000002,0.204,0.015,,,0.244,0.5379999999999999,4,3,4,4,4,0.79,4,0.83,3,2,0.9059999999999999,0.68,4,0.956,0.87,3,12.0,0
1030,11X542_2017,PELHAM PREPARATORY ACADEMY,89.4,2.84,2.5,0.88,3,0.615,0.84,3,493.0,0.059000000000000004,0.298,0.039,0.44,0.517,0.013999999999999999,0.209,0.09699999999999999,,,0.29600000000000004,0.862,4,3,3,3,3,0.81,3,0.83,3,3,0.904,0.71,3,0.97,0.84,3,0.9,1
1031,11X544_2017,HIGH SCHOOL FOR CONTEMPORARY ARTS,70.7,2.53,2.09,0.89,3,0.758,0.94,4,476.0,0.017,0.342,0.105,0.557,0.616,0.086,0.282,0.011000000000000001,,,0.38299999999999995,1.0,3,2,3,3,2,0.8,2,0.83,2,3,0.856,0.59,3,0.963,0.89,3,1.6,0
1032,11X545_2017,BRONX AEROSPACE HIGH SCHOOL,64.8,2.38,2.1,0.7,2,0.726,0.73,2,360.0,0.042,0.34700000000000003,0.16399999999999998,0.506,0.561,0.003,0.289,0.031,,,0.46399999999999997,0.88,2,2,3,3,2,0.67,2,0.89,3,2,0.8220000000000001,0.6,2,0.9670000000000001,0.8,2,3.0,0
1033,12X242_2017,MOTT HALL V,79.5,2.73,2.44,0.71,3,0.779,0.78,2,365.0,0.036000000000000004,0.16399999999999998,0.085,0.584,0.775,0.06,0.22699999999999998,0.008,,,0.41,0.7090000000000001,4,4,4,4,3,0.77,4,0.83,2,3,0.878,0.76,3,0.956,0.85,3,12.0,1
1034,12X248_2017,METROPOLITAN HIGH SCHOOL THE,45.1,2.3,2.03,0.66,1,0.8370000000000001,0.69,1,436.0,0.013999999999999999,0.255,0.22699999999999998,0.626,0.7090000000000001,0.046,0.303,0.006999999999999999,,,0.69,0.541,3,2,2,2,2,0.73,2,0.82,2,2,0.758,0.61,2,0.9670000000000001,0.75,1,1.0,0
1035,12X251_2017,EXPLORATIONS ACADEMY HS,65.8,2.34,2.1,0.63,2,0.8290000000000001,0.67,1,344.0,0.015,0.256,0.209,0.637,0.715,0.003,0.262,0.012,,,0.5489999999999999,0.536,3,3,3,3,3,0.72,3,0.83,3,2,0.8079999999999999,0.69,2,0.963,0.81,2,9.9,0
1036,12X267_2017,BRONX LATIN,95.8,2.67,2.41,0.79,3,0.816,0.86,3,328.0,0.015,0.18600000000000003,0.11900000000000001,0.655,0.7959999999999999,0.0,0.23800000000000002,0.003,,,0.336,0.5870000000000001,4,3,3,4,4,0.81,3,0.92,4,4,0.899,0.78,4,0.963,0.89,3,4.8,1
1037,12X271_2017,EAST BRONX ACADEMY FOR THE FUTURE,76.3,2.44,2.07,0.86,4,0.861,0.93,4,409.0,0.01,0.259,0.11,0.685,0.716,0.073,0.32799999999999996,0.005,,,0.596,0.754,4,3,3,4,3,0.79,3,0.87,3,3,0.794,0.72,3,0.946,0.9,3,13.0,1
1038,12X372_2017,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,68.1,2.56,2.25,0.51,2,0.8240000000000001,0.61,2,368.0,0.011000000000000001,0.239,0.111,0.625,0.72,0.040999999999999995,0.255,0.013999999999999999,,,0.626,0.511,3,2,3,3,2,0.55,2,0.75,1,2,0.79,0.59,2,0.955,0.7,1,1.6,0
1039,12X388_2017,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,73.1,1.8,1.77,0.98,4,0.958,0.99,4,456.0,0.0,0.0,0.9079999999999999,0.325,1.0,0.002,0.026000000000000002,0.0,,,0.368,0.529,4,4,4,4,4,0.96,4,0.93,4,4,0.877,0.96,4,0.985,0.97,4,9.0,1
1040,12X478_2017,THE CINEMA SCHOOL,86.8,2.99,2.68,0.66,2,0.752,0.69,2,310.0,0.023,0.21,0.07400000000000001,0.594,0.716,0.023,0.161,0.026000000000000002,,,0.434,0.667,4,3,3,3,3,0.75,3,0.83,3,3,0.887,0.64,3,0.966,0.84,3,4.0,1
1041,12X479_2017,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,39.5,2.4,2.06,0.84,3,0.857,0.9,3,296.0,0.01,0.402,0.182,0.659,0.5539999999999999,0.003,0.287,0.017,,,0.551,0.64,3,2,3,3,2,0.79,2,0.85,3,2,0.762,0.69,3,0.966,0.91,3,1.9,0
1042,12X511_2017,BRONX ENVISION ACADEMY,64.8,2.49,2.15,0.88,4,0.818,0.91,3,401.0,0.022000000000000002,0.33399999999999996,0.122,0.608,0.601,0.017,0.23399999999999999,0.02,,,0.498,0.636,3,3,3,4,3,0.82,3,0.81,2,3,0.812,0.69,3,0.9620000000000001,0.9,3,6.0,0
1043,12X521_2017,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,60.4,2.36,2.11,0.85,3,0.818,0.9,3,423.0,0.033,0.258,0.139,0.652,0.6759999999999999,0.027999999999999997,0.23600000000000002,0.019,,,0.557,0.7879999999999999,4,2,3,3,3,0.77,3,0.81,2,3,0.7909999999999999,0.67,3,0.9690000000000001,0.88,3,1.8,0
1044,12X550_2017,HIGH SCHOOL OF WORLD CULTURES,38.5,1.99,1.88,0.71,2,0.953,0.75,2,440.0,0.102,0.068,0.875,0.318,0.782,0.0,0.016,0.03,,,0.505,0.43799999999999994,2,2,2,2,3,0.71,2,0.83,2,2,0.7959999999999999,0.69,2,0.966,0.84,3,13.8,0
1045,12X682_2017,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,66.1,2.36,2.03,0.87,3,0.823,0.9,4,483.0,0.004,0.284,0.11599999999999999,0.644,0.696,0.099,0.284,0.002,,,0.622,0.8240000000000001,4,3,4,3,3,0.84,3,0.93,4,3,0.799,0.78,3,0.972,0.92,4,2.8,0
1046,12X684_2017,WINGS ACADEMY,46.7,2.37,2.06,0.78,3,0.825,0.83,3,489.0,0.008,0.589,0.051,0.6829999999999999,0.374,0.004,0.249,0.008,,,0.547,0.879,3,2,3,3,3,0.69,2,0.78,2,2,0.807,0.59,2,0.958,0.83,2,3.6,0
1047,12X692_2017,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,62.5,2.21,1.96,0.84,0,0.843,0.83,0,352.0,0.009000000000000001,0.17300000000000001,0.278,0.645,0.7759999999999999,0.08199999999999999,0.298,0.017,,,0.532,0.645,2,2,3,3,2,0.75,0,0.82,0,0,0.81,0.68,0,0.9740000000000001,0.87,0,1.3,0
1048,13K265_2017,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,63.6,2.62,2.14,0.84,3,0.7509999999999999,0.87,3,294.0,0.013999999999999999,0.684,0.027000000000000003,0.561,0.259,0.013999999999999999,0.19399999999999998,0.006999999999999999,,,0.718,0.943,3,2,3,2,3,0.77,3,0.89,3,2,0.763,0.72,2,0.953,0.9,3,2.8,0
1049,13K350_2017,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,75.5,2.57,2.12,0.86,3,0.731,0.88,3,268.0,0.006999999999999999,0.78,0.019,0.5489999999999999,0.187,0.004,0.243,0.015,,,0.507,0.467,3,2,2,3,3,0.79,2,0.84,3,2,0.813,0.66,2,0.972,0.87,3,12.0,1
1050,13K412_2017,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL BCAM,69.7,2.58,2.13,0.83,4,0.7559999999999999,0.87,3,410.0,0.012,0.741,0.039,0.61,0.215,0.022000000000000002,0.24100000000000002,0.005,,,0.499,0.7859999999999999,4,3,4,4,3,0.76,3,0.91,4,3,0.821,0.67,3,0.977,0.88,3,11.0,0
1051,13K419_2017,SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE TECH,74.1,2.78,2.47,0.82,3,0.659,0.84,3,544.0,0.061,0.706,0.046,0.46,0.17800000000000002,0.006,0.16,0.033,,,0.201,0.667,3,3,3,3,3,0.78,3,0.88,3,3,0.925,0.63,3,0.973,0.83,3,5.2,1
1052,13K430_2017,BROOKLYN TECHNICAL HIGH SCHOOL,95.5,3.99,4.18,0.78,3,0.419,0.83,4,5682.0,0.614,0.07,0.0,0.257,0.073,0.001,0.017,0.222,,,0.077,0.9109999999999999,4,3,4,4,4,0.8,4,0.77,2,4,0.9640000000000001,0.76,4,0.9690000000000001,0.87,3,0.5,1
1053,13K439_2017,BROOKLYN INTERNATIONAL HIGH SCHOOL,77.7,1.92,2.15,0.98,4,0.875,0.98,4,361.0,0.28,0.20199999999999999,0.8009999999999999,0.35700000000000004,0.371,0.003,0.042,0.147,,,0.24100000000000002,0.64,4,4,4,4,4,0.9,4,0.87,3,4,0.922,0.88,4,0.9620000000000001,0.96,4,2.8,1
1054,13K483_2017,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,90.0,2.83,2.47,0.87,4,0.5710000000000001,0.94,4,460.0,0.026000000000000002,0.68,0.017,0.40700000000000003,0.243,0.0,0.165,0.015,,,0.295,0.7929999999999999,4,4,4,4,4,0.81,4,0.9,4,4,0.907,0.79,3,0.975,0.91,3,4.0,1
1055,13K499_2017,ACORN COMMUNITY HIGH SCHOOL,76.1,2.47,2.07,0.9,3,0.731,0.92,3,262.0,0.019,0.79,0.05,0.508,0.149,0.011000000000000001,0.302,0.027000000000000003,,,0.53,1.0,4,3,3,3,2,0.79,3,0.73,2,3,0.7979999999999999,0.69,3,0.9640000000000001,0.88,3,7.0,1
1056,13K527_2017,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,76.8,2.66,2.23,0.87,4,0.6609999999999999,0.89,3,321.0,0.047,0.726,0.065,0.495,0.115,0.003,0.18100000000000002,0.1,,,0.408,0.6940000000000001,3,4,4,4,4,0.73,4,0.87,3,3,0.872,0.64,2,0.9640000000000001,0.89,3,6.8,1
1057,13K595_2017,BEDFORD ACADEMY HIGH SCHOOL,97.6,3.3,2.94,0.89,4,0.499,0.95,4,358.0,0.036000000000000004,0.7909999999999999,0.003,0.321,0.098,0.0,0.11199999999999999,0.022000000000000002,,,0.19699999999999998,0.9,4,4,4,4,4,0.86,4,0.93,4,3,0.93,0.75,3,0.965,0.93,4,1.8,1
1058,13K605_2017,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,71.4,2.64,2.31,0.81,4,0.664,0.86,3,690.0,0.040999999999999995,0.7090000000000001,0.02,0.484,0.213,0.035,0.20600000000000002,0.023,,,0.41600000000000004,0.7140000000000001,4,3,4,4,3,0.75,3,0.81,2,2,0.878,0.64,3,0.972,0.87,3,8.9,0
1059,13K670_2017,BENJAMIN BANNEKER ACADEMY,87.6,3.33,3.02,0.76,2,0.5579999999999999,0.8,2,896.0,0.036000000000000004,0.8290000000000001,0.006,0.369,0.098,0.011000000000000001,0.132,0.006999999999999999,,,0.41,0.9329999999999999,3,2,3,2,2,0.8,2,0.85,0,2,0.88,0.63,2,0.968,0.85,0,1.0,1
1060,13K674_2017,CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING ARCHIT,82.6,2.95,2.77,0.88,3,0.5589999999999999,0.95,3,449.0,0.062,0.713,0.016,0.39,0.174,0.004,0.185,0.028999999999999998,,,0.273,0.6,3,2,3,3,2,0.82,2,0.81,2,2,0.893,0.82,0,0.96,0.94,3,0.9,1
1061,14K071_2017,JUAN MOREL CAMPOS SECONDARY SCHOOL,64.9,2.28,2.01,0.86,3,0.835,0.91,3,374.0,0.008,0.14400000000000002,0.24100000000000002,0.618,0.797,0.024,0.27,0.037000000000000005,,,0.426,0.8059999999999999,3,2,2,3,2,0.79,2,0.87,3,2,0.865,0.71,3,0.9570000000000001,0.89,3,0.7,0
1062,14K449_2017,BROOKLYN LATIN SCHOOL THE,98.8,3.92,4.05,0.88,4,0.40399999999999997,0.9,3,724.0,0.45899999999999996,0.145,0.0,0.217,0.135,0.0,0.03,0.134,,,0.23800000000000002,0.682,4,4,4,4,4,0.91,4,0.79,2,4,0.9329999999999999,0.8,3,0.972,0.93,4,4.0,1
1063,14K454_2017,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,60.7,2.41,2.11,0.82,3,0.813,0.89,3,244.0,0.008,0.299,0.336,0.49200000000000005,0.664,0.012,0.23,0.016,,,0.513,0.792,3,3,4,4,3,0.77,3,0.91,4,2,0.845,0.71,2,0.971,0.9,3,5.4,0
1064,14K474_2017,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,67.3,2.49,2.16,0.95,4,0.764,0.97,4,886.0,0.003,0.368,0.146,0.563,0.599,0.035,0.207,0.013999999999999999,,,0.428,0.6859999999999999,4,3,4,4,4,0.84,4,0.95,4,2,0.841,0.72,3,0.9540000000000001,0.93,4,20.0,0
1065,14K477_2017,EAST WILLIAMSBURG SCHOLARS ACADEMY,53.6,2.49,2.14,0.93,3,0.828,0.93,3,432.0,0.006999999999999999,0.435,0.243,0.581,0.532,0.002,0.192,0.012,,,0.61,0.9,3,2,3,2,2,0.79,2,0.83,2,2,0.774,0.69,2,0.9640000000000001,0.91,3,3.3,0
1066,14K478_2017,THE HIGH SCHOOL FOR ENTERPRISE BUSINESS AND TECHNO,69.2,2.59,2.36,0.71,3,0.716,0.7,1,934.0,0.032,0.348,0.095,0.514,0.5820000000000001,0.005,0.20199999999999999,0.021,,,0.392,0.789,4,3,4,4,3,0.66,3,0.83,3,3,0.852,0.62,3,0.958,0.79,2,6.8,0
1067,14K488_2017,BROOKLYN PREPARATORY HIGH SCHOOL,89.8,2.86,2.46,0.92,4,0.647,0.92,3,526.0,0.021,0.506,0.021,0.48100000000000004,0.441,0.008,0.165,0.013000000000000001,,,0.418,0.667,4,3,3,4,3,0.83,3,0.8,2,3,0.8590000000000001,0.73,3,0.966,0.89,3,6.9,1
